link user,user,waktu posting,komen,likes
https://www.instagram.com/yohanesmone82/,yohanesmone82,2h,Pak di belakang banyak kenapa bapak yang harus bawa,Reply
https://www.instagram.com/anggiprsetyoo_/,anggiprsetyoo_,2h,Taiiii kudaaaaaa!!!!!!,Reply
https://www.instagram.com/adifaf_/,adifaf_,2h,wkwkwkwk kocak abiz,Reply
https://www.instagram.com/nibensarha/,nibensarha,2h,Mari kita prettt bersama..🙌🙌,Reply
https://www.instagram.com/q.dejong21/,q.dejong21,2h,haha cara megang alat untuk bersih nya aja kelihatan 😢,Reply
https://www.instagram.com/rifah348/,rifah348,2h,Terlihat jelas bukan 🤣 bahwa dia cari muka... Padahal rakyat indonesia sudah tau kebusukanmu😂,Reply
https://www.instagram.com/captaintimnas/,captaintimnas,2h,Y,Reply
https://www.instagram.com/annisalusianyal/,annisalusianyal,2h,Bau bau kerak neraka,Reply
https://www.instagram.com/firsyakage/,firsyakage,2h,tai tai,Reply
https://www.instagram.com/humaydirenal/,humaydirenal,2h,Hukum tabur tuai itu nyata,Reply
https://www.instagram.com/wafafebrianyrs/,wafafebrianyrs,2h,Lagi syuting sinetron apa judulnya??? 🤮🤮,Reply
https://www.instagram.com/yatiksuparni141/,yatiksuparni141,2h,Oallah pak2 klihatan banget caper nya banyak orang anak buah mu kok pak zul mentri udah tua yg manggul beras sendiri trus banyak orang2 di sebelahnya ada angkatan juga kok tambah ngawal pak mentri manggul beras sendiri😂klihatan banget pak di shoting pisan😂😂😂,Reply
https://www.instagram.com/rijkiamandus/,rijkiamandus,2h,Caper,Reply
https://www.instagram.com/rijkiamandus/,rijkiamandus,2h,Caper cuih,Reply
https://www.instagram.com/muhindr_aa/,muhindr_aa,1h,Dari sekian banyak anak buahnya kok gk ada sih yg ngingetin kalo cara kayak gini itu udah basih banget Dimata masyarakat,Reply
https://www.instagram.com/rijkiamandus/,rijkiamandus,2h,Caper,Reply
https://www.instagram.com/rijkiamandus/,rijkiamandus,2h,Caper cuih,Reply
https://www.instagram.com/rijkiamandus/,rijkiamandus,2h,Caper,Reply
https://www.instagram.com/anggi_fahrian/,anggi_fahrian,2h,Itu pake rompi anti basoka apa gmn 🤣,Reply
https://www.instagram.com/kiki_astriya/,kiki_astriya,2h,"Loh kok bapak yg gendong beras sendiri, ajudannya kenapa 😮",Reply
https://www.instagram.com/fatoniyda/,fatoniyda,2h,Pencitraaan mending jadi aktor ngga usah jadi pejabat 😂😂,Reply
https://www.instagram.com/m_baihaqi933/,m_baihaqi933,2h,"Ngapain coba panggul beras sekarung sedangkan anak buahnya banyak ga pada manggul beras padahal yg butuh beras ratusan bahkan ratusan ribu, kan kocak parah",Reply
https://www.instagram.com/callmesweetdreams/,callmesweetdreams,2h,Caper final bos🤣,Reply
https://www.instagram.com/human_ice2/,human_ice2,2h,"Mundur lu TUA, pelaku nyamar jadi pahlawan",Reply
https://www.instagram.com/ariestialeyla/,ariestialeyla,2h,minimal malu dikit 😢,Reply
https://www.instagram.com/tri_bundhifiyut/,tri_bundhifiyut,2h,tb² sy mual pak 🤮,Reply
https://www.instagram.com/noviantusuardi/,noviantusuardi,2h,Bangga Kaya bawa karung 1 ton ajja,Reply
https://www.instagram.com/dennyxz/,dennyxz,2h,Kasih bantuan - bantu bersiin - ngonten - balik ke rumah mewag 👏👏👏,Reply
https://www.instagram.com/abdi_gogo/,abdi_gogo,2h,Masih Bisa nahan malu ya gk di hapus postingan ini... EMANG DASAR PUKII,Reply
https://www.instagram.com/sarnilubis/,sarnilubis,2h,"Dihhhh, biar apa pura2 dia yg bawa karung",Reply
https://www.instagram.com/rzkyraf/,rzkyraf,2h,cuihhh cuihh cuihhh,Reply
https://www.instagram.com/mesbahstrdz/,mesbahstrdz,2h,gara2 lo ini,Reply
https://www.instagram.com/yumran_arwandy/,yumran_arwandy,2h,Knp gak kasih ajudan yg bawa 😢,Reply
https://www.instagram.com/niken_purwati95/,niken_purwati95,2h,Preeeet,Reply
https://www.instagram.com/daqo__/,daqo__,2h,"Kita butuh banget pejabat santun, rendah hati, berbuat kebijakan buat membantu rakyat, turun kelapangan seperti pak jull ini. Sehat selalu pak jul semoga nanti bisa angkut beras lebih banyak lagi di akhirat 😊",Reply
https://www.instagram.com/alyhdyh/,alyhdyh,2h,Hih,Reply
https://www.instagram.com/namerican000/,namerican000,2h,Idih gatau malu 😂😂,Reply
https://www.instagram.com/ahmddhani_/,ahmddhani_,2h,kntl,Reply
https://www.instagram.com/ozan.jr27/,ozan.jr27,2h,😂,Reply
https://www.instagram.com/pebryansetiawan/,pebryansetiawan,2h,"Anda ikut andil dalam hilangnya ribuan nyawa dan jutaan orang terdampak, dikira jaman sekarang masih kolot pake bikin video pencintaan",Reply
https://www.instagram.com/_astriachi/,_astriachi,2h,Orang udah pada pinter pak 🤣🤣🤣🤣🤣🤣🤣🤣,Reply
https://www.instagram.com/widaalfrizaa/,widaalfrizaa,2h,Kalah drakor dibuat uwak satu ni,Reply
https://www.instagram.com/wasyiat_hasbullah/,wasyiat_hasbullah,2h,🤮🤮🤮🤮,Reply
https://www.instagram.com/abah_quthbi/,abah_quthbi,2h,Preet..,Reply
https://www.instagram.com/fachry_syah15/,fachry_syah15,2h,😂,Reply
https://www.instagram.com/kopi_kenthel1/,kopi_kenthel1,2h,acting,Reply
https://www.instagram.com/kopi_kenthel1/,kopi_kenthel1,2h,acting,Reply
https://www.instagram.com/irfaann_/,irfaann_,2h,🤢🤮🤮,Reply
https://www.instagram.com/chalichaa/,chalichaa,2h,Tolong update bantuan pribadi itu😂,Reply
https://www.instagram.com/juweee_07/,juweee_07,2h,"KO BISAAAA SIH LU BEGITU? NYARI SIMPATI MASYARAKAT DENGAN CUCI TANGAN. EH IYA LUPA, KALAU BANTUAN KAN UANGNYA SEMUA DARI PEMERINTAH WKWKWKW. YG DIMANA ITU UANG RAKYAT. JADI GOSAH SOK IYE, MANGGUL DOANG SEKALI, MANGGUL NOH JADI KANG BERAS",Reply
https://www.instagram.com/anonymous2025543/,anonymous2025543,2h,Kalo di korea utara pejabat kaya gini udah di eksekusi mati !,Reply
https://www.instagram.com/fawzi.wijank/,fawzi.wijank,2h,pecat pak.bisaa,Reply
https://www.instagram.com/ce_cil.1901/,ce_cil.1901,2h,Munafik sekali beliau ini😬,Reply
https://www.instagram.com/hardhells/,hardhells,2h,HAHAHIHI,Reply
https://www.instagram.com/puji_ilhamsyah/,puji_ilhamsyah,2h,Masukkkk FTV 👏👏👏,Reply
https://www.instagram.com/aries_risnanto/,aries_risnanto,2h,Elo yang ngerusak elo yang bertindak jadi pahlawan kesiangan,Reply
https://www.instagram.com/meisisellaedi/,meisisellaedi,2h,🤮🤮🤮,Reply
https://www.instagram.com/shandy_syahputra/,shandy_syahputra,2h,🤢🤮,Reply
https://www.instagram.com/ibnuzakaria07/,ibnuzakaria07,2h,Pahlawan tanpa tanda jasad!! 😂,Reply
https://www.instagram.com/rendymarcia/,rendymarcia,2h,"Cuihh. Malu pak, bukannya mundur dari mentri",Reply
https://www.instagram.com/srgwhy_/,srgwhy_,2h,Semangat Pak dan terimakasih terus berbuat baik🔥,Reply
https://www.instagram.com/denima_dm/,denima_dm,2h,Jijik,Reply
https://www.instagram.com/rizalfarhan12_/,rizalfarhan12_,2h,Cuihhhh,Reply
https://www.instagram.com/hesnypasalli/,hesnypasalli,2h,Zuuuul zuuulll gigit juga nih,Reply
https://www.instagram.com/sundariwening/,sundariwening,2h,Kurang natural Pak syutingnya..,Reply
https://www.instagram.com/impong_hafiedz/,impong_hafiedz,2h,Kntl,Reply
https://www.instagram.com/yuzrieel/,yuzrieel,2h,umur sgni lagi lucu”nye,Reply
https://www.instagram.com/chand.24_/,chand.24_,2h,Amit2 jabang bayi,Reply
https://www.instagram.com/rzqiaditia/,rzqiaditia,2h,SDM Rendah... Mempermalukan diri sendiri.. 🔥,Reply
https://www.instagram.com/arcsound_filadelfia/,arcsound_filadelfia,2h,🤣🤣,Reply
https://www.instagram.com/didididoy/,didididoy,2h,TOT,Reply
https://www.instagram.com/raanggaa.pr/,raanggaa.pr,2h,it's not funny,Reply
https://www.instagram.com/mega.marantika/,mega.marantika,2h,Krn lo makanya bisa jd begitu,Reply
https://www.instagram.com/___rolann/,___rolann,2h,Koooonnnntoll,Reply
https://www.instagram.com/aditdwi_r/,aditdwi_r,2h,Cuihhhh,Reply
https://www.instagram.com/nengines/,nengines,2h,Seolah-olah tak tau apa apa🥱,Reply
https://www.instagram.com/windi_novita/,windi_novita,2h,Tembelekkk,Reply
https://www.instagram.com/citracnh/,citracnh,2h,Bpk bisa tipu kami. Tapi Tuhan tidak tidur,Reply
https://www.instagram.com/mncrsla/,mncrsla,2h,prett,Reply
https://www.instagram.com/nha_rayarachman/,nha_rayarachman,2h,Pak ajudan lu gunanya apa? Knp bpk yg manggul beras😂,Reply
https://www.instagram.com/reza.sryd/,reza.sryd,2h,Yeuu caprit,Reply
https://www.instagram.com/desilipariani/,desilipariani,2h,"Semoga di akhirat kelak, ALLAH tampatkan kamu di dasar neraka dan matimu sangat pedih menyakitkan",1 like
https://www.instagram.com/dispahanum/,dispahanum,2h,jember batt gua liat nya,Reply
https://www.instagram.com/zakyramsi/,zakyramsi,2h,Ini parah ni 👹💩🤮,Reply
https://www.instagram.com/arounddwordl/,arounddwordl,2h,"jujur bgt mau tanya, situ ga malu?🙏🏻",Reply
https://www.instagram.com/dita_tho/,dita_tho,2h,🤣,Reply
https://www.instagram.com/vhera_dkumar/,vhera_dkumar,2h,udah cocok jadi aktor 😂,Reply
https://www.instagram.com/joylob8/,joylob8,2h,I i i ini parah nih😂,Reply
https://www.instagram.com/lesperingojay/,lesperingojay,2h,di dunia anda bisa berpura pura....inget di akherat pak....hukuman yg seadil adil nya...selagi masih di beri nafas silahkan minta maaf ke rakyat..,Reply
https://www.instagram.com/wafi.naimmm/,wafi.naimmm,2h,Pret,Reply
https://www.instagram.com/smaharrr99/,smaharrr99,2h,😢😢😢,Reply
https://www.instagram.com/van_ad1/,van_ad1,2h,"Emang keren menteri kita ini, gak tau malu setiap periode ada muka lu mulu, lu pikir kamu hebat",1 like
https://www.instagram.com/so_rayaaa/,so_rayaaa,2h,"anak buahnya pecat tuh, masa bosnya disuruh angkat beras🤭",Reply
https://www.instagram.com/depus_bydewipuspa/,depus_bydewipuspa,2h,🙄😒,Reply
https://www.instagram.com/yfitar_w/,yfitar_w,2h,Pwih,Reply
https://www.instagram.com/dindwyi/,dindwyi,2h,Udah dipost diyoutube belumm??,Reply
https://www.instagram.com/tofapamukaaji/,tofapamukaaji,2h,Lagi ngapain si..??!!! Udah pasti itu pake uang rakyat. Ga perlu turun ke lokasi ngabisin anggaran aja. Lebih baik anggaran perjalanan itu buat bantuan aja.,Reply
https://www.instagram.com/itsmedhickyastoni/,itsmedhickyastoni,2h,"Gunungnya dikeruk, rakyatnya dipelukkk, kocak amat lu pak🤮💩",Reply
https://www.instagram.com/destyfzh/,destyfzh,2h,🤮🤮🤮🤮,Reply
https://www.instagram.com/destyfzh/,destyfzh,2h,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/sibudikecil_bw/,sibudikecil_bw,2h,Kagak malu ya?,Reply
https://www.instagram.com/ayackmoch1/,ayackmoch1,2h,ahhhh tai...,Reply
https://www.instagram.com/rusdy.l_/,rusdy.l_,2h,🤣,Reply
https://www.instagram.com/feryhryant/,feryhryant,2h,"Kebanyakan pejabat di sini templatenya sama, muak bgt gaksih",Reply
https://www.instagram.com/susilo_eza/,susilo_eza,2h,Prettttttt. Salah satu orang paling jahat ini. Akibat ula dia ratusan ribu korban meninggal dunia biadab.,Reply
https://www.instagram.com/linov.alif/,linov.alif,2h,Pribadi pribadi pribadi berak,Reply
https://www.instagram.com/destyfzh/,destyfzh,2h,YaAllah gak pernah sejijik ini sama ciptaan-Mu 🙏🏻 maaf yaAllah 😩🙏🏻,Reply
https://www.instagram.com/em_zulhilmi/,em_zulhilmi,2h,Konyol,Reply
https://www.instagram.com/ahmdshmi/,ahmdshmi,2h,"Tyang fmn filmnya,",Reply
https://www.instagram.com/ahmdshmi/,ahmdshmi,2h,?,Reply
https://www.instagram.com/hmzh_arief/,hmzh_arief,2h,😂😂😂prett,Reply
https://www.instagram.com/blessrael/,blessrael,2h,So apa ini kudacuki?,Reply
https://www.instagram.com/noviantisanti/,noviantisanti,2h,Kak  harusnya masuk nominasi nh kak😢,Reply
https://www.instagram.com/reena.s.n/,reena.s.n,2h,Nyimakkkkk,Reply
https://www.instagram.com/tignas_abdulnatsir/,tignas_abdulnatsir,2h,"Berasnya semobil mending pak, terus tarik pake tali",Reply
https://www.instagram.com/nur_faozii/,nur_faozii,2h,"Nanti2 mulu ah,,",Reply
https://www.instagram.com/husrin_kahela/,husrin_kahela,2h,Ada yg percaya dgn orang ini?,Reply
https://www.instagram.com/upi_rizki06/,upi_rizki06,2h,Dia bacain komen g si 😂,Reply
https://www.instagram.com/edys_193/,edys_193,2h,Gue geli liatnya,Reply
https://www.instagram.com/nining.zakiyah/,nining.zakiyah,2h,pak  ganti aja nih Mentri gak berguna ....,Reply
https://www.instagram.com/rahul.kurniawan/,rahul.kurniawan,2h,Pinter banget cari mukanya,Reply
https://www.instagram.com/wulandari_862/,wulandari_862,2h,Pembohongan,Reply
https://www.instagram.com/stdrwt/,stdrwt,2h,🤮🤮,Reply
https://www.instagram.com/ahmadfatichal/,ahmadfatichal,2h,taek,Reply
https://www.instagram.com/t0yik/,t0yik,2h,Si paling mikul beras sendirian 😂,Reply
https://www.instagram.com/nengfebryani_/,nengfebryani_,2h,stop bgt actingnya jelek,Reply
https://www.instagram.com/muhindr_aa/,muhindr_aa,2h,Dari sekian banyak anak buahnya kok gk ada sih yg ngingetin kalo cara kayak gini itu udah basih banget Dimata masyarakat,Reply
https://www.instagram.com/maulidyazmi/,maulidyazmi,2h,🤣,Reply
https://www.instagram.com/ndulog/,ndulog,2h,😂😂😂😂😂😂😂,Reply
https://www.instagram.com/wnd.andika/,wnd.andika,2h,Cuih 🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/alehandro_alvend/,alehandro_alvend,2h,Alamak najisnyeeeeeeee,Reply
https://www.instagram.com/stupidkpopers/,stupidkpopers,2h,Wkwkwkkw ngakak 😂😂,Reply
https://www.instagram.com/trisals13/,trisals13,2h,taeeeee,Reply
https://www.instagram.com/greycecile/,greycecile,2h,"Disuruh bayangin?? Pak itu udah jadi nyata pak gak perlu bayangin lagi, gara2 apa rumah mereka itu hilang pak?? Coba ditelusuri setelah pencintraanmu kelar pak!",Reply
https://www.instagram.com/112djoko/,112djoko,2h,Kowe ora Wedi dosa Zul... Kowe dihizab atas segala perbuatan jahat kamu,Reply
https://www.instagram.com/ummu_aulia___/,ummu_aulia___,2h,"Bpk izinkan lahan sawit 1,64 jt hektar setara 3x lipat pulau Bali pak.. Segudang aj bpk panggul pak .. Seluas itu.. 💔",Reply
https://www.instagram.com/_priskila_/,_priskila_,2h,IDIHH NAJIS,Reply
https://www.instagram.com/yudistirac4/,yudistirac4,2h,Mang ea,Reply
https://www.instagram.com/faisalfernandes/,faisalfernandes,2h,Bapak duta Pembunuh lingkungan dan alam.,Reply
https://www.instagram.com/haimmmee/,haimmmee,2h,Nirempati kah,Reply
https://www.instagram.com/gitaandr_/,gitaandr_,2h,Ngangkat berasss gue juga kuat pak,Reply
https://www.instagram.com/achoewungkul/,achoewungkul,2h,Goblog,Reply
https://www.instagram.com/algfhrn/,algfhrn,2h,bagus aktingnya👏,Reply
https://www.instagram.com/jastip_gtshop/,jastip_gtshop,2h,naon sih,Reply
https://www.instagram.com/iika_rtns/,iika_rtns,2h,Dihhhh,Reply
https://www.instagram.com/aulianrahmany/,aulianrahmany,2h,🤮🤮🤮,Reply
https://www.instagram.com/annisaanns/,annisaanns,2h,"pak, dunia ini cuma sementara loh, ga takut apa gmn sama akhirat?🥲",Reply
https://www.instagram.com/firmaneey/,firmaneey,2h,Bct,Reply
https://www.instagram.com/gunawanbonii_/,gunawanbonii_,2h,Pemenang pemain FTV awards Zul zul zul,Reply
https://www.instagram.com/razvba/,razvba,2h,Cuiiih,Reply
https://www.instagram.com/dandyaditama_/,dandyaditama_,2h,Peh!,Reply
https://www.instagram.com/saraha.std/,saraha.std,2h,🥶🤮🤮🤮,Reply
https://www.instagram.com/idar_zammil/,idar_zammil,2h,"menteri gk tau malu, pecat ini pak zul",Reply
https://www.instagram.com/indahrezki25/,indahrezki25,2h,Wkwkwkwk,Reply
https://www.instagram.com/667777555.29/,667777555.3,2h,harusnya kayu gelondongan yang angkut pak,Reply
https://www.instagram.com/kezianinasantoso/,kezianinasantoso,2h,Kok masih ada muka ini aki aki,Reply
https://www.instagram.com/sandygulkoto/,sandygulkoto,2h,TEKPAN AMAK ANG,Reply
https://www.instagram.com/nadianelwan_/,nadianelwan_,2h,"Pak harusnya les akting dulu, akting nya jelek banget.",Reply
https://www.instagram.com/saipulrepublikuye/,saipulrepublikuye,2h,Kopet,Reply
https://www.instagram.com/ugiantari/,ugiantari,2h,Kuli kali pakk angkat berasss,Reply
https://www.instagram.com/ardhitoario/,ardhitoario,2h,tekotek kotek kotek ytta,Reply
https://www.instagram.com/yuniayu95/,yuniayu95,2h,😢sadarrr pak,Reply
https://www.instagram.com/simila_/,simila_,2h,🤮🤮🤮,Reply
https://www.instagram.com/setyorinisafitri/,setyorinisafitri,2h,apaan sih Pak? muak banget 😢,Reply
https://www.instagram.com/maya_sidabutar/,maya_sidabutar,2h,Catet 'saya bantu pribadi' 🙃,Reply
https://www.instagram.com/irfan_ayahrinjani/,irfan_ayahrinjani,2h,Sa,Reply
https://www.instagram.com/mohammadavicenna/,mohammadavicenna,2h,ajak beliau maen film ini bang udah makin lihai ini,Reply
https://www.instagram.com/shrey45631/,shrey45631,2h,Bilang BANTU PRIBADI nya kurang denger pak 😍😍😍,Reply
https://www.instagram.com/mpmeianti_/,mpmeianti_,2h,Preeettttttttt,Reply
https://www.instagram.com/mfiqrij/,mfiqrij,2h,This legendary video will always remind us how fucked up our government is,Reply
https://www.instagram.com/faisalalhabib_/,faisalalhabib_,2h,CAMERA ROLL ACTION🤣🤣🤣🤣,Reply
https://www.instagram.com/nurafifahsriuf/,nurafifahsriuf,2h,pakkkk. malu ih😭,1 like
https://www.instagram.com/zesooyaa_/,zesooyaa_,2h,HALAH KONTOL.!!!,1 like
https://www.instagram.com/elleanorjanice/,elleanorjanice,2h,PENCINTRAAAN LUU PAKK MALU2IN ..,Reply
https://www.instagram.com/opik_rahman90/,opik_rahman90,2h,Menjijikan,Reply
https://www.instagram.com/biyahima/,biyahima,2h,mundur!,Reply
https://www.instagram.com/seutyanabilaa/,seutyanabilaa,2h,aku jd ibunya ga ku kasi dia kluar rumah sebelom kinclong itu rumah tanpa lumpur🤣,1 like
https://www.instagram.com/frederiksitumorang/,frederiksitumorang,2h,Malu pak,Reply
https://www.instagram.com/yunicom59/,yunicom59,2h,Aktingnya kaku😂,Reply
https://www.instagram.com/kata_nwi/,kata_nwi,2h,"Parah banget TNI polisi ada kakek-kakek manggul beras cuma diliatin doang, bukannya bantuin",Reply
https://www.instagram.com/elisabethokta/,elisabethokta,2h,MIT-AMIT! DEMIT WE NGERI PAK NDELOK TINGKAHMU!,Reply
https://www.instagram.com/setiadi_panucci/,setiadi_panucci,2h,"Malu lah pak ,seolah-olh kya  gk py dosa😢",Reply
https://www.instagram.com/_niieee______/,_niieee______,2h,Bacott,Reply
https://www.instagram.com/aliefrrmdhnn_/,aliefrrmdhnn_,2h,sama sama jelek,Reply
https://www.instagram.com/fajarfbrn__/,fajarfbrn__,2h,Kopet celeng,Reply
https://www.instagram.com/fuadsyifu/,fuadsyifu,2h,meh ngopo jane to pak?,Reply
https://www.instagram.com/muhammad_nurul_jazil/,muhammad_nurul_jazil,2h,🤣,Reply
https://www.instagram.com/dwi_ernaa/,dwi_ernaa,2h,🤮,Reply
https://www.instagram.com/atikdrs6/,atikdrs6,2h,"Caper karung,kalo dulu caper gorong gorong",Reply
https://www.instagram.com/amydahro/,amydahro,2h,panggul berasnya 1 kwintal harusnyaa,Reply
https://www.instagram.com/lauraanastasiahasibuan/,lauraanastasiahasibuan,2h,Sambil kampanye cari muka🤣🤣,Reply
https://www.instagram.com/shantynuryanti/,shantynuryanti,2h,,Reply
https://www.instagram.com/tutie_76/,tutie_76,2h,geuleuh lah aing ningalina kifli mamanggul beas..,Reply
https://www.instagram.com/izmailzr/,izmailzr,2h,Gk malu kh keluarganya bapak satu ini? Anaknya gk dibully kh ditongkrongan?,Reply
https://www.instagram.com/afrandaysrlm/,afrandaysrlm,2h,"Wkwkwkwk casting di Indosiar oke juga pak,  talent potensi nih",Reply
https://www.instagram.com/dwi_ernaa/,dwi_ernaa,2h,3 kata 💩💩💩,Reply
https://www.instagram.com/_aameeels/,_aameeels,2h,Ah masa? Kaya yg iya aja zul,Reply
https://www.instagram.com/nis_nisac/,nis_nisac,2h,"Apakah bapak sekarang mau beralih profesi saja jdi tukang angkat beras, dijamin pak halal kerjaannya ga akan ngerugiin org lain",Reply
https://www.instagram.com/_moving_calm_/,_moving_calm_,2h,Apa tidak ada yg berusaha menyadarkan dia?,Reply
https://www.instagram.com/dedesatriaaaaa/,dedesatriaaaaa,2h,Lumayan buat kampanye 2029,Reply
https://www.instagram.com/dwiast.05/,dwiast.05,2h,gamalu pak?,Reply
https://www.instagram.com/razeshmsyrf17/,razeshmsyrf17,2h,Kamaeraa cekrek,Reply
https://www.instagram.com/genteng_soka_kebumen19/,genteng_soka_kebumen19,2h,Ytta,Reply
https://www.instagram.com/ikiw_ik/,ikiw_ik,2h,Taeeeee,Reply
https://www.instagram.com/diblueis_rt/,diblueis_rt,2h,Kocak ih 🤮,Reply
https://www.instagram.com/hrlmbng.bimz_/,hrlmbng.bimz_,2h,Peeh,Reply
https://www.instagram.com/cyincyintiaa/,cyincyintiaa,2h,"biasanya, orang yg begini nih meninggoy nya lama. karna apa? disuruh tobat. tapi manusia satu ini sepertinyaa ngga sadar diri.",Reply
https://www.instagram.com/hengkibaehaki/,hengkibaehaki,2h,🤮🤮,Reply
https://www.instagram.com/paryono_80/,paryono_80,2h,Gini amat yaa... 😂,Reply
https://www.instagram.com/portico_shoes/,portico_shoes,2h,"Sok2 mikul beras, kontol",Reply
https://www.instagram.com/aralinaphee/,aralinaphee,2h,Haahha bikin malu pak  sihh lu,Reply
https://www.instagram.com/fatya_syaif/,fatya_syaif,2h,Astaga mo muntah.... Kurang natural pak masih kelihatan pencitraannya...,Reply
https://www.instagram.com/la_menshe07/,la_menshe07,2h,Pahlawan cari jasa,Reply
https://www.instagram.com/therealayuq86/,therealayuq86,2h,Dalang sesunguhnya.,Reply
https://www.instagram.com/zenith.project/,zenith.project,2h,Lemah pak. Paling juga cuma 5kg itu. Kayak yg bawa 50kg aja.,Reply
https://www.instagram.com/ahmadabdulzis/,ahmadabdulzis,2h,Sangat natural sekali komandan🤣🤣🤣,Reply
https://www.instagram.com/amelliapz/,amelliapz,2h,👁️👄👁️,Reply
https://www.instagram.com/deris_stwn23/,deris_stwn23,2h,Penjilaat sekaliiiiii😂,Reply
https://www.instagram.com/helmiimhmd_/,helmiimhmd_,2h,di dunia mikulnya sekarung ya pak... ga kebayang pak nanti di akhirat berapa banyak pertanggung jawaban yang harus bapak pikul..jangan lupain itu ya pakk..keren banget bapak satu ini👏,Reply
https://www.instagram.com/zdnrfkwn/,zdnrfkwn,2h,🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/abub4kar_futhaemm/,abub4kar_futhaemm,2h,khoek cuihh,Reply
https://www.instagram.com/rezafgg/,rezafgg,2h,kan begini gara gara antum dulu 😢,Reply
https://www.instagram.com/chriszafirmansyah/,chriszafirmansyah,2h,Target marketing: Baby Boomer dan Gen X awal,Reply
https://www.instagram.com/miasmanco/,miasmanco,2h,🖕,Reply
https://www.instagram.com/arierenaldie/,arierenaldie,2h,🤣,Reply
https://www.instagram.com/nnury_90/,nnury_90,2h,prettttt,Reply
https://www.instagram.com/hay.rinnn/,hay.rinnn,2h,😮,Reply
https://www.instagram.com/rayyen__4092/,rayyen__4092,2h,"udah tua gak cepet² tobat lu zul,inget mati zul,gak kebayang hisabnya nanti di akhirat",Reply
https://www.instagram.com/raja.a.fajar.w/,raja.a.fajar.w,2h,"Baru nyampe di video ini, ternyata udah rame kali yg komen 😂",Reply
https://www.instagram.com/soyidiyos/,soyidiyos,2h,Siap siap pak di Yaumul Hisab banyak yang nuntut. Hih serem!,Reply
https://www.instagram.com/putrigina_a/,putrigina_a,2h,JANGAN PERCAYA GEEEEEESSSS,Reply
https://www.instagram.com/saufiafany/,saufiafany,2h,"FILM NYA SUDAH TAYANG GAISS, MARI KITA NIKMATI BARENG²🤣🤣",Reply
https://www.instagram.com/rifkiiananda/,rifkiiananda,2h,baek kali om jol🥰,Reply
https://www.instagram.com/takuttbgtloooh/,takuttbgtloooh,2h,Hoeeekkkk,Reply
https://www.instagram.com/aimanhananabdi/,aimanhananabdi,2h,Demi apa harus on camera pak?,Reply
https://www.instagram.com/sweetmomosour/,sweetmomosour,2h,jijik banget,Reply
https://www.instagram.com/lightcatcher__/,lightcatcher__,2h,Ngekek aja 🤣,Reply
https://www.instagram.com/kul_or_jal/,kul_or_jal,2h,Film terbaik tahun ini 👏,Reply
https://www.instagram.com/rehanuyy_/,rehanuyy_,2h,halah halah cuci nama anjirrr,Reply
https://www.instagram.com/fauzaluthfia13/,fauzaluthfia13,2h,"Pak sumpah yaa, kalo ad kuasa itu ga gini mainnya lohh 😂😂😂 betol ku bilang😂😂 ngapain kau angkat berasss ga seberapa ituuu🤣🤣🤣 kocakkkk 😂😂😂 tinggal kau suruh kendaraan kendaraan besar angkut tuh berasss peakkk 😂😂😂",Reply
https://www.instagram.com/young.soojin/,young.soojin,2h,🤣,Reply
https://www.instagram.com/cahya26119/,cahya26119,2h,Inget hisab pak,Reply
https://www.instagram.com/ellight1/,ellight1,2h,Belum pernah semuak ini,Reply
https://www.instagram.com/maulanaa_234/,maulanaa_234,2h,Njir playing vintim😂,Reply
https://www.instagram.com/heniall/,heniall,2h,👀,Reply
https://www.instagram.com/dilaryuanda/,dilaryuanda,2h,Keur rujit th tambah rujitt nempo naaa😂,Reply
https://www.instagram.com/tiiikasrr/,tiiikasrr,2h,"Pak, pulang kata saya mah, maluuuu",Reply
https://www.instagram.com/rhrdiana/,rhrdiana,2h,🤢🤢,Reply
https://www.instagram.com/benjergs/,benjergs,1h,Bangunlah rumahnya pak.,Reply
https://www.instagram.com/m_ihsanafif/,m_ihsanafif,1h,Busuk,Reply
https://www.instagram.com/darryaprilio/,darryaprilio,1h,Cuih,Reply
https://www.instagram.com/ixiimm__/,ixiimm__,1h,pengen tak hiiiihhh,Reply
https://www.instagram.com/andfabian7/,andfabian7,1h,Siap siap di akhirat nanti balasan yg setimpal bagi setiap insan yg berbuat sesuatu di muka bumi ini,Reply
https://www.instagram.com/store_sepatubekas/,store_sepatubekas,1h,TAI KUCING LAH..,Reply
https://www.instagram.com/wwn_1140/,wwn_1140,1h,Alah,Reply
https://www.instagram.com/fauziah_jamilah/,fauziah_jamilah,1h,Preeett 💩,Reply
https://www.instagram.com/ahmadabdulzis/,ahmadabdulzis,1h,Art,Reply
https://www.instagram.com/sarhanysoldier/,sarhanysoldier,1h,Bantu tuh semua,Reply
https://www.instagram.com/yulliannisaaaa/,yulliannisaaaa,1h,preeetttttt,Reply
