link user,user,waktu posting,komen,likes
https://www.instagram.com/haris.setiyadi/,haris.setiyadi,46m,"Selayaknya dapat piala oscar, aktor terbaik 2025 😂",1 like
https://www.instagram.com/darmawanrizqi/,darmawanrizqi,46m,cuih,Reply
https://www.instagram.com/galihrmdni/,galihrmdni,46m,Ludahin,Reply
https://www.instagram.com/danielrama.ns/,danielrama.ns,45m,🤢🤢🤢🤮🤮🤮,Reply
https://www.instagram.com/mirzafrhn/,mirzafrhn,45m,Ffk,Reply
https://www.instagram.com/revaauliar/,revaauliar,45m,Idih,Reply
https://www.instagram.com/mika.yosh/,mika.yosh,45m,Oh ini yg bapak bilang sedang bikin Film yak... Bapak jadi Heronya? Terus penjahatnya siapa?? Tuhan??,Reply
https://www.instagram.com/putra.selatan_07/,putra.selatan_07,45m,🤮🤮🤮👎👎👎,Reply
https://www.instagram.com/han_subhan7/,han_subhan7,44m,🤣🤣🤣🤣🤣🤣,Reply
https://www.instagram.com/novitarsla07/,novitarsla07,44m,"Haloo ada yg mau donasi sabun gak nihh, LG cuci tangan soalnya si bapak😶‍🌫️",Reply
https://www.instagram.com/murnizega/,murnizega,44m,Lg syuting pak mentri🤣,Reply
https://www.instagram.com/vicanocca/,vicanocca,44m,🤣🤣🤣🤣,Reply
https://www.instagram.com/rahayundhi/,rahayundhi,44m,🤮,Reply
https://www.instagram.com/setragasta/,setragasta,44m,Semoga orang ini panjang umur dan di sisa umur nya penuh azab yang sangat-sangat pedih,Reply
https://www.instagram.com/_mriasindy/,_mriasindy,44m,Pikul yang 50 kg pak,Reply
https://www.instagram.com/al.khansa14/,al.khansa14,43m,"Mual, tapi bukan asam lambung",Reply
https://www.instagram.com/_waffahlmtsdhh/,_waffahlmtsdhh,43m,Pret,Reply
https://www.instagram.com/ta.star15/,ta.star15,43m,BACOT PAK,Reply
https://www.instagram.com/ketut_geni_gurita/,ketut_geni_gurita,43m,Gak pernah semuak ini sama orang,Reply
https://www.instagram.com/____miwmin/,____miwmin,43m,Yaelaaaaa,Reply
https://www.instagram.com/al._fathin/,al._fathin,42m,tombol ludah online >>>>>>,Reply
https://www.instagram.com/ajichakim/,ajichakim,42m,Bapak yang posting Koq saya yg malu ya🤑,Reply
https://www.instagram.com/itsrahwaa_/,itsrahwaa_,42m,"Allah swt dalam Al-Qur’an memberikan peringatan yang sangat tegas perihal larangan berbuat zalim, dan ancamannya, orang-orang yang berbuat zalim tidak hanya mendapatkan dosa namun juga mendapatkan laknat dari Allah dan siksa yang pedih dalam neraka. Hal ini sebagaimana disebutkan dalam Al-Qur’an surat Al-Hud, yaitu:أَلاَ لَعْنَةُ اللّهِ عَلَى الظَّالِمِينَArtinya, “Ingatlah, laknat Allah (ditimpakan) kepada orang yang zalim.” (QS Al-Hud [11]: 18).",Reply
https://www.instagram.com/my_life.lz/,my_life.lz,42m,Muak banget liat actingnya pak astaghfirullah. Smg Allah balas semua perbuatan ya Amin,Reply
https://www.instagram.com/enith_enitria/,enith_enitria,42m,🥴🤢🤮,Reply
https://www.instagram.com/ta.star15/,ta.star15,41m,Knp gd yg tumbuk kepala nya pake kayu,Reply
https://www.instagram.com/witaa.f/,witaa.f,41m,"Minimal sadar diri lah pak , gamungkin kan gatau video jejak bapak dulu ?",Reply
https://www.instagram.com/mayakumay6/,mayakumay6,41m,Preeett pak,Reply
https://www.instagram.com/aangrowl/,aangrowl,41m,malu si kalo aku,Reply
https://www.instagram.com/syarifhidayatullah044/,syarifhidayatullah044,40m,MUAK AMAT SI YAALLAH😭,Reply
https://www.instagram.com/abdi_wigunadi88/,abdi_wigunadi88,40m,Astaghfirullah KEJAM‼️,Reply
https://www.instagram.com/samuel.cattle/,samuel.cattle,40m,Tai,Reply
https://www.instagram.com/galisavrillyla/,galisavrillyla,40m,gasuka iihhh geleuuhhh,Reply
https://www.instagram.com/dynoi/,dynoi,40m,Ngapain jadi kuli panggul?,Reply
https://www.instagram.com/canscandraaa/,canscandraaa,39m,nek wong jowo muni njijikki rai gedhek,Reply
https://www.instagram.com/alanptr23/,alanptr23,39m,Hadehh,Reply
https://www.instagram.com/ewin_ngrh/,ewin_ngrh,39m,Jembooooottt,Reply
https://www.instagram.com/hklalkff/,hklalkff,39m,Caper caper,Reply
https://www.instagram.com/canscandraaa/,canscandraaa,39m,pengen injek mukanya sampek gepeng deh🔥,Reply
https://www.instagram.com/diyas.ardian/,diyas.ardian,38m,ASSS..... GOLEK RAI❗,Reply
https://www.instagram.com/syfiraaw/,syfiraaw,38m,🤮🤮🤮,Reply
https://www.instagram.com/jinglu_227/,jinglu_227,38m,Jilat,Reply
https://www.instagram.com/riahermawati/,riahermawati,38m,"Camera, roll, action! 👏👏👏😍",Reply
https://www.instagram.com/nunufadillah/,nunufadillah,37m,muak 🤮,Reply
https://www.instagram.com/latteegrennnn/,latteegrennnn,37m,kapan matinya woyy tua kontol?,Reply
https://www.instagram.com/cahyawk/,cahyawk,37m,Bisa masuk nominasi oscar,Reply
https://www.instagram.com/nikenwndhynt/,nikenwndhynt,37m,Ditunggu ya Pak pengunduran dirinya,Reply
https://www.instagram.com/tisitiaisyah1/,tisitiaisyah1,37m,"Anggap saja latihan mikul beban di akhirat, walau di dunia tak diadili, di akhirat ga ada cerita bisa lepas",Reply
https://www.instagram.com/zulyahyalubis/,zulyahyalubis,37m,🤮🤮🤮🤮,Reply
https://www.instagram.com/gracemanuuel/,gracemanuuel,37m,iyaaa jull iyaa tauu si paling kesatria dah,Reply
https://www.instagram.com/sagitacha/,sagitacha,37m,Reza Rahardian mah lewattt. BEST ACTOR bgtt,Reply
https://www.instagram.com/king70har/,king70har,36m,Zul..ini udah 2025 lo Zul....,Reply
https://www.instagram.com/bollyverstg_/,bollyverstg_,36m,"Anjayyy, blok",Reply
https://www.instagram.com/andika_snjay/,andika_snjay,36m,"""Ku patahkan kakimu, lalu kuberi kamu tongkat, dan kamu menyebutku pahlawan"".",Reply
https://www.instagram.com/nasution_tsf/,nasution_tsf,36m,Naudzubillah,Reply
https://www.instagram.com/iswndii__/,iswndii__,36m,changenamma,Reply
https://www.instagram.com/jayantipratiwii/,jayantipratiwii,36m,Kamera...roll.. action🎬,Reply
https://www.instagram.com/meliadian/,meliadian,36m,Stop caper pak,Reply
https://www.instagram.com/king_roger16_/,king_roger16_,35m,Ada kamera biar dikira kerja😂,Reply
https://www.instagram.com/itsmeflowers17/,itsmeflowers17,35m,PENCITRAANNYA NAUZUBILLAH,Reply
https://www.instagram.com/raishadya/,raishadya,35m,Preetttt,Reply
https://www.instagram.com/aritonang_tiikaa/,aritonang_tiikaa,35m,"Nauzubillahmindzallik,panggul itu kayu glondongan🤮",Reply
https://www.instagram.com/dobermaan1/,dobermaan1,35m,Kalau masih punya empati,Reply
https://www.instagram.com/maryam_azzurayah26/,maryam_azzurayah26,35m,bajunya gak kotor tp hatinya kotor🔥,Reply
https://www.instagram.com/_canggcimen/,_canggcimen,35m,JIJAYYYYYYY,Reply
https://www.instagram.com/ninu_wardhana/,ninu_wardhana,35m,😂,Reply
https://www.instagram.com/yohadjer_/,yohadjer_,34m,Ngilani🤮,Reply
https://www.instagram.com/dessert.in_id/,dessert.in_id,34m,🤮,Reply
https://www.instagram.com/kleponmaniss/,kleponmaniss,34m,Shame on youu!!!!,Reply
https://www.instagram.com/yulie_ummu_ukkasyah/,yulie_ummu_ukkasyah,34m,Uek,Reply
https://www.instagram.com/syifaamalia98/,syifaamalia98,33m,😤🤮,Reply
https://www.instagram.com/anisaprisiliaa/,anisaprisiliaa,33m,Hadehh pak pak,Reply
https://www.instagram.com/haysavit/,haysavit,33m,Dih,Reply
https://www.instagram.com/pirma_fs/,pirma_fs,33m,Hadeuh,Reply
https://www.instagram.com/nazmymaya/,nazmymaya,33m,Ya ampun terharu aq 🤣🤣🤣,Reply
https://www.instagram.com/nepp.syif/,nepp.syif,32m,Dih,Reply
https://www.instagram.com/mehuli.kitchen/,mehuli.kitchen,32m,Gelondongan kayu nggak masuk konten om?,Reply
https://www.instagram.com/mahar.utami/,mahar.utami,32m,🤬🤬🤬🤮🤮🤮,Reply
https://www.instagram.com/rizkiabdillah96/,rizkiabdillah96,32m,Gue suka gimick loh 😂 piala citra mu sedang berada di DC cangkung dan segera dikirim kerumah mu pak🫡,Reply
https://www.instagram.com/ujang_goku/,ujang_goku,32m,It's not funny kocak,Reply
https://www.instagram.com/pirma_fs/,pirma_fs,32m,"Rumah hilang , nyawa hilang",Reply
https://www.instagram.com/riskausmayanti_/,riskausmayanti_,32m,Haus validasi👏,Reply
https://www.instagram.com/ggiiiiaaannn/,ggiiiiaaannn,32m,Hshagyah eyejwmkajsnsnkyyiwmwhahakamammamakshbs,Reply
https://www.instagram.com/lulunoviantii/,lulunoviantii,31m,Mau ku tarek lak lak an 😮,Reply
https://www.instagram.com/eva_masta/,eva_masta,31m,Kurang natural euy,Reply
https://www.instagram.com/gue.windy/,gue.windy,31m,Fakk,Reply
https://www.instagram.com/widyaita/,widyaita,31m,Shame on you 🤮🤮,Reply
https://www.instagram.com/dwiaviva__/,dwiaviva__,31m,Kocakk pak🤣,Reply
https://www.instagram.com/fitrik.3005/,fitrik.3005,30m,,Reply
https://www.instagram.com/aryudistiranugraha/,aryudistiranugraha,30m,Lucu bgt bapak,Reply
https://www.instagram.com/mikhsan2755/,mikhsan2755,29m,Lu ngapain verel? Planga plongo 🤣,Reply
https://www.instagram.com/abell_adyta/,abell_adyta,29m,cari muka,Reply
https://www.instagram.com/mochnoerabrianto/,mochnoerabrianto,29m,Kurang ajar,Reply
https://www.instagram.com/echomuse.co/,echomuse.co,29m,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,Reply
https://www.instagram.com/ig_jhonysungai/,ig_jhonysungai,29m,Shame on you ministers,Reply
https://www.instagram.com/liskalestari.28/,liskalestari.28,29m,"Rumah-rumah hanyut, gelondongan kayu terseret menerjang kawasan pemukiman warga. Smw nya hanya gara-gara tanda tangan bapak. Sadar?? 😢",Reply
https://www.instagram.com/fahriazam46/,fahriazam46,29m,Pretttt,Reply
https://www.instagram.com/callmeee_dra/,callmeee_dra,29m,so pahlawan lu,Reply
https://www.instagram.com/babyayden70/,babyayden70,29m,Wkkwkw Seru Bacain Komenan nya 😂😂😂 mewakili guys,Reply
https://www.instagram.com/fatih_el87/,fatih_el87,28m,🥴,Reply
https://www.instagram.com/babyayden70/,babyayden70,28m,Verrel Mw Perang wkwkwk 🤣🤣🤣,Reply
https://www.instagram.com/nunyhariianii/,nunyhariianii,27m,MUAK🤢,Reply
https://www.instagram.com/ini_midong/,ini_midong,27m,ewh,Reply
https://www.instagram.com/trifauzi88/,trifauzi88,27m,"Keren banget pak zul,gak ada capek nya buat bantu rakyat",Reply
https://www.instagram.com/maharanilubis93/,maharanilubis93,27m,Muak 🤮,Reply
https://www.instagram.com/amiliaria20s/,amiliaria20s,27m,"anjayy didepan wong banyak mangko ny cak itu 🤣🤣🤣🤣 , ngakak akal akalan nian ooo",Reply
https://www.instagram.com/agnespasaribu/,agnespasaribu,27m,Kampanye zul?,Reply
https://www.instagram.com/inda_cuah/,inda_cuah,26m,"Ya Allah pak e tobat, gusti Allah mboten sare lhoo pak 😭😭😭",Reply
https://www.instagram.com/benny_junius/,benny_junius,26m,Disini gada ya petugas sedot wc?😂,Reply
https://www.instagram.com/maharanilubis93/,maharanilubis93,26m,Zul zul zul,Reply
https://www.instagram.com/ade_irayati/,ade_irayati,26m,Taiiiii,Reply
https://www.instagram.com/anri_solihin/,anri_solihin,26m,😝😝😝,Reply
https://www.instagram.com/myyasdia/,myyasdia,26m,😮,Reply
https://www.instagram.com/illa.ns/,illa.ns,25m,Bantu 1-20 orang. Yg rugi ratusan. Kenapa ga bantu dr akarnya ajaa wahai pemangku jabatan 😢 miris,Reply
https://www.instagram.com/ipul_inst/,ipul_inst,25m,"Wkwkwkwkwk ""nanti kita bantu""",Reply
https://www.instagram.com/putrabrotherhood.1945/,putrabrotherhood.1945,25m,Pecitraan trus kau,Reply
https://www.instagram.com/_m4rsinah/,_m4rsinah,25m,LU NGAPAIN MANGGUL BERAS BEGITU? BIAR APA ? BIAR APA !!!,Reply
https://www.instagram.com/pinkypigllet/,pinkypigllet,25m,kalo betulan mah gausa di pidio pak,Reply
https://www.instagram.com/frans_ong80/,frans_ong80,25m,Cau ci bai,Reply
https://www.instagram.com/asalmanr/,asalmanr,25m,😂,Reply
https://www.instagram.com/ochacoffee/,ochacoffee,25m,MEMALUKAN,Reply
https://www.instagram.com/bakingclass_id/,bakingclass_id,24m,🔥🔥,Reply
https://www.instagram.com/_ynsrtk/,_ynsrtk,24m,Alaaaaaaah muaknya🤣,Reply
https://www.instagram.com/karromahku_/,karromahku_,24m,Ni pakai dosa saya ambil,Reply
https://www.instagram.com/talitashu22/,talitashu22,24m,Nyebut pak nyebut !!,Reply
https://www.instagram.com/listianafebi/,listianafebi,24m,Muwwaakkk,Reply
https://www.instagram.com/nucreativemedia/,nucreativemedia,24m,"Yaumul hisab itu nyata, ditunggu pertanggungjawabanmu pak 🥰",1 like
https://www.instagram.com/banggozilll/,banggozilll,24m,angkat angkat gini biar apa boss 🤣,Reply
https://www.instagram.com/erlin_islan/,erlin_islan,24m,Sok2an nyekop prettt,Reply
https://www.instagram.com/irvanriadi_10/,irvanriadi_10,24m,Ente cageur zul?,Reply
https://www.instagram.com/andhikabagusetiawan/,andhikabagusetiawan,24m,Pekok.. 😂,Reply
https://www.instagram.com/abinggl_/,abinggl_,24m,"gaguna zull, pen nimpuk pake delondongan kayu bawaan nya kalo liat lu zu",Reply
https://www.instagram.com/pencenk.bro/,pencenk.bro,24m,"Terserah anda mau berbuat apapun pak ,  pesan saya "" janganlah berbuat seolah engkau tidak akan mati .. alias abadi usiamu di bumi ini "" 🙏",Reply
https://www.instagram.com/mal.ahandayani/,mal.ahandayani,24m,Pelaku sesungguh nya🔥,Reply
https://www.instagram.com/mlia.afriza/,mlia.afriza,23m,"IDIHHHHHHH, GELO.",Reply
https://www.instagram.com/ibnuu_wijayaa/,ibnuu_wijayaa,23m,🤮🤮🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/tatatutulalala/,tatatutulalala,23m,"pak ga lupa sama 1,64 juta hektar yg keluar izinnya dari bapak buat lahan sawitkan pak,, Gak LUPA kan Pak??? 😏",Reply
https://www.instagram.com/fiqifq/,fiqifq,22m,astagfirullah astagfirullah astagfirullah,Reply
https://www.instagram.com/ozzymf/,ozzymf,22m,Allahu yahdik,Reply
https://www.instagram.com/josuaa.pane/,josuaa.pane,22m,Cuihhhhhh menjijikkan,Reply
https://www.instagram.com/maulidatsu/,maulidatsu,22m,Pret,Reply
https://www.instagram.com/ltsmeryans/,ltsmeryans,22m,,Reply
https://www.instagram.com/nelda_attamimi/,nelda_attamimi,22m,Dih najis !!!!,Reply
https://www.instagram.com/bhoedhiey/,bhoedhiey,22m,🤢🤢🤢🤮🤮🤮,Reply
https://www.instagram.com/enggan30/,enggan30,21m,Cuihhhhhhhh cuihhhhh cuiihhhhhhh,Reply
https://www.instagram.com/wafiq161/,wafiq161,21m,Kita doakan semoga para pejabat di Indonesia tidak rakus rakus lagi yah..pada sadar bahwa kiamat sudah dekat.,Reply
https://www.instagram.com/indahhrfn/,indahhrfn,21m,Cuma pengen bilang LEHHHHH,Reply
https://www.instagram.com/addicted_traveler92/,addicted_traveler92,21m,🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/fitrianilastari/,fitrianilastari,21m,kok saya malu ya Pak😢😢😢,Reply
https://www.instagram.com/smochamadfajar/,smochamadfajar,20m,Plokkkkkkk,Reply
https://www.instagram.com/intannurfzyh/,intannurfzyh,20m,Bapak ih keliatan bgt gimmick nyaaa😢🤣,Reply
https://www.instagram.com/stella.hartanto/,stella.hartanto,20m,Fake,Reply
https://www.instagram.com/firdaus.hakiki13/,firdaus.hakiki13,19m,Ini team media nya ga ngasih masukan kah? 😂,Reply
https://www.instagram.com/alviannation/,alviannation,19m,Where is your brain actually,Reply
https://www.instagram.com/nham1r/,nham1r,19m,Konten terus🤣,Reply
https://www.instagram.com/kurniawanrizky19/,kurniawanrizky19,19m,Gini amat punya menteri🤣,Reply
https://www.instagram.com/halfaan/,halfaan,19m,maaf pak terlalu over acting 🙏🏻,Reply
https://www.instagram.com/affanalfarruqi/,affanalfarruqi,19m,Jahat bgt ni orang,Reply
https://www.instagram.com/rikants/,rikants,19m,uuuunnnnccchhh,Reply
https://www.instagram.com/fajarputra_w/,fajarputra_w,19m,Bang ada beras ga bang??,Reply
https://www.instagram.com/gilang_gobel5/,gilang_gobel5,18m,Taubat zul zul kebanyakan drama gak inget nanti disiksa sama malaikat,Reply
https://www.instagram.com/nofi3yani8649/,nofi3yani8649,18m,CT-scan sekalian otaknya ada gak,Reply
https://www.instagram.com/kidnessty/,kidnessty,18m,Kosong,Reply
https://www.instagram.com/calltita/,calltita,18m,Fungsi bapack2 yg lain ama yg pake rompi apa,Reply
https://www.instagram.com/mfars_yan/,mfars_yan,18m,"Doa rakyat, dia yg tanggung. Aamiin",Reply
https://www.instagram.com/nissa_mra/,nissa_mra,18m,kasian orang² tua yg gak tau siapa dia,Reply
https://www.instagram.com/gilang_gobel5/,gilang_gobel5,18m,Padahal ikut keseret aja tuh di kali nyemplung zul,Reply
https://www.instagram.com/__itsrifa/,__itsrifa,18m,lu kenapa cok,Reply
https://www.instagram.com/pisces_5.3/,pisces_5.3,17m,Gayamu lappettt,Reply
https://www.instagram.com/slv_indrianii97/,slv_indrianii97,17m,Katakan apa netizen? Prerrttt😂,Reply
https://www.instagram.com/ilyaas.khndzy_/,ilyaas.khndzy_,17m,Gemess nyaa,Reply
https://www.instagram.com/ratnaendahp3042/,ratnaendahp3042,17m,Bagaimana kalau bapak membatu. Tanpa datang di tempat dan tidak usah syuting lebih berkah wkwkwk,Reply
https://www.instagram.com/chintyagiibaalvia/,chintyagiibaalvia,17m,KENTUT!!!,Reply
https://www.instagram.com/misbahrul_huda/,misbahrul_huda,17m,DAMEN,Reply
https://www.instagram.com/ggunnyl/,ggunnyl,17m,Berasa tu beras dari saku pribadi dia kali ya...,Reply
https://www.instagram.com/pridzki/,pridzki,17m,Malu ga si pak?,Reply
https://www.instagram.com/midsamid.1/,midsamid.1,17m,TITENI NEROKO PANGGONMU,Reply
https://www.instagram.com/annisarizkiki/,annisarizkiki,16m,Dih..,Reply
https://www.instagram.com/r_dimasdayu/,r_dimasdayu,16m,💩,Reply
https://www.instagram.com/bram_gaol/,bram_gaol,16m,Akhirat berat,Reply
https://www.instagram.com/iiegasyelvhera_/,iiegasyelvhera_,16m,pueh 🤣🤣🤣,Reply
https://www.instagram.com/wareee_______/,wareee_______,16m,Cb manggulnya 1kintal pak bukan karung 5kilo,Reply
https://www.instagram.com/rasyied_rieza/,rasyied_rieza,15m,Ngial saya pak,Reply
https://www.instagram.com/dennyahmd_/,dennyahmd_,15m,preetttt pelaku sok jadi pahlawan lu,Reply
https://www.instagram.com/virdwt/,virdwt,15m,pret,Reply
https://www.instagram.com/ruptured.abdominal/,ruptured.abdominal,15m,💩💩💩💩💩,Reply
https://www.instagram.com/rasyied_rieza/,rasyied_rieza,15m,Ngial,Reply
https://www.instagram.com/perkakas_jakarta/,perkakas_jakarta,15m,Berasa kaga berdosa,Reply
https://www.instagram.com/izfaizzz_/,izfaizzz_,15m,Melekpek zul,Reply
https://www.instagram.com/loebisnani/,loebisnani,15m,Halah halah... B.O.D.A.T,Reply
https://www.instagram.com/barlinsyh/,barlinsyh,15m,"Report video ini, pelecehan, penipuan, pornografi, gak pantas utk tayang",Reply
https://www.instagram.com/ixaddddd/,ixaddddd,15m,Lu ngapainnnnnnmnnn cok awokaowkaowk,Reply
https://www.instagram.com/_okkiwahyudi/,_okkiwahyudi,15m,Harus banget yaaa,Reply
https://www.instagram.com/whyagung97/,whyagung97,14m,Semoga anda kekal di neraka boy,Reply
https://www.instagram.com/ramunesoda__/,ramunesoda__,14m,Mun jelema mah era,Reply
https://www.instagram.com/wenajaini/,wenajaini,14m,BOOORRIIEEDDDDD,Reply
https://www.instagram.com/bunayashakinah/,bunayashakinah,14m,🤮🤮🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/nuruldede_16/,nuruldede_16,14m,So pahlawan,Reply
https://www.instagram.com/dickykentsela/,dickykentsela,14m,"cocote,, cocote,, cocote 💩💩💩",Reply
https://www.instagram.com/sukma.prihasmoro/,sukma.prihasmoro,14m,Ga jago akting,Reply
https://www.instagram.com/taufik_h31/,taufik_h31,13m,Apa fungsi gendong 1 karung beras ? 😂,Reply
https://www.instagram.com/thinkgirl69/,thinkgirl69,13m,Eek,Reply
https://www.instagram.com/nurazizajalaluddin_/,nurazizajalaluddin_,13m,🤮🤮🤮🤮🤮,Reply
https://www.instagram.com/hai.syin/,hai.syin,13m,🗿🗿,Reply
https://www.instagram.com/ardzain7/,ardzain7,13m,Munafikun. Smoga kena azab scepatny,Reply
https://www.instagram.com/_kedamaian/,_kedamaian,12m,Yg mikul bantuan harus dia sendiri. Yg lain ga boleh. 😂,Reply
https://www.instagram.com/ismiartiii/,ismiartiii,12m,"Gak takuta korban yang meninggal menjadi saksi diakhirat serem pak ! Udah tua bangak sholat,sedekah,jujur,amanah pak ! DUIT JABATAN gak dibawa mati pak jangan gila",Reply
https://www.instagram.com/shntaa_ds/,shntaa_ds,11m,dih najong,Reply
https://www.instagram.com/ta_hu_tje_mook/,ta_hu_tje_mook,11m,Pak Ajudannya lg pada nyebat yah? Yaampun kasin bgttt spesial bgt kayaknya yg satu karung itu buat raja adat 😂😂 harus langsung dr tangan Bapak,Reply
https://www.instagram.com/jemisanutimor/,jemisanutimor,11m,Pas manggul beras kok anak buah nya pd gak manggul juga? 😂,Reply
https://www.instagram.com/halloshella14/,halloshella14,11m,🤣🤣🤣,Reply
https://www.instagram.com/khoirun_nasab/,khoirun_nasab,11m,Hahahaha kocak kocak,Reply
https://www.instagram.com/ayatulloh_mahmud/,ayatulloh_mahmud,10m,Semoga Alloh mengampunimu pak. Tapi dengan cara yg pedih 🔥🔥,1 like
https://www.instagram.com/othrsidemift/,othrsidemift,10m,ewhhhhhhhhhhhhhh,Reply
https://www.instagram.com/hendrieee6/,hendrieee6,10m,💩💩💩,Reply
https://www.instagram.com/1ndra96/,1ndra96,10m,😂😂😂,Reply
https://www.instagram.com/_har.ryy/,_har.ryy,10m,biar apa,Reply
https://www.instagram.com/samzul_26/,samzul_26,10m,Pemenang piala citra tahun 2025😂,Reply
https://www.instagram.com/wahyudiaris7/,wahyudiaris7,9m,👏😂😂😂,Reply
https://www.instagram.com/fandbow_/,fandbow_,9m,Bro berfikir bro seorang Umar Bin Khattab,Reply
https://www.instagram.com/ahmad_fiudin/,ahmad_fiudin,9m,Pak buka jasa ngusungi gabah mboten?,Reply
https://www.instagram.com/imvmen/,imvmen,9m,Kipli,Reply
https://www.instagram.com/koto_9325/,koto_9325,9m,"Lu tau  orang Minang , takilek ikan dilauik lah tau jantan batinonyo",Reply
https://www.instagram.com/enggarianingtyas/,enggarianingtyas,9m,coba tayangin behind the scenes sebelum sutradara bilang ‘action!’ pak.. penasaran,Reply
https://www.instagram.com/lindakempin31/,lindakempin31,9m,Menjijikan 🤮🤮🤮Ya Tuhan turunkan azab dan murkamu kepada makhluk ciptaanmu ini. Kami rakyat sudah muak,Reply
https://www.instagram.com/rakyatkonohaaa/,rakyatkonohaaa,8m,dih,Reply
https://www.instagram.com/umi_hanifah_80/,umi_hanifah_80,8m,Diiihhhhhhh....,Reply
https://www.instagram.com/dendy.kh/,dendy.kh,8m,💩,1 like
https://www.instagram.com/hanifahcn_/,hanifahcn_,8m,Emosinyeeeeee aku🤯🤯🤯,Reply
https://www.instagram.com/rozmasuhardi/,rozmasuhardi,8m,nyet🤣,Reply
https://www.instagram.com/yantiprakoso/,yantiprakoso,8m,ngontennya udah skrg minum lagi obatnya…,Reply
https://www.instagram.com/gitafauziah525/,gitafauziah525,7m,"jadi mentri gak kompeten, akting pun tidak kompeten , keliatan bgt gimmick nya",Reply
https://www.instagram.com/yantodelapansembilan/,yantodelapansembilan,7m,Acting trus..,Reply
https://www.instagram.com/azizi_akbar11/,azizi_akbar11,7m,Actingnya kurang natural kalau kata gue,Reply
https://www.instagram.com/banjaran1641/,banjaran1641,7m,Negri Lawak,Reply
https://www.instagram.com/bilalhnzhlh/,bilalhnzhlh,7m,CUIHHHHHHHHHH🤮🤮🤮,Reply
https://www.instagram.com/sifafauuu/,sifafauuu,7m,WAKAKAKKAKAKAKAKAKAK🤣,Reply
https://www.instagram.com/umi_kulsum1985/,umi_kulsum1985,6m,It's not funny....,Reply
https://www.instagram.com/melfa8288/,melfa8288,6m,PRET PD WAKTUNYA,Reply
https://www.instagram.com/helenpertiwi_06/,helenpertiwi_06,6m,"Geuleuh pak liatnya, mana tamba ada eko, kuya , 🫨",Reply
https://www.instagram.com/estehmaniiiizzzzzzz/,estehmaniiiizzzzzzz,6m,Prreeeettttttt,Reply
https://www.instagram.com/gopunksmarr/,gopunksmarr,6m,"Kocak lho gk malu apa, acting lho kurang natural woi, gk d ajarin apa sama varell?",Reply
https://www.instagram.com/alvino_marbun/,alvino_marbun,6m,😂😂,Reply
https://www.instagram.com/jempolkuman/,jempolkuman,6m,Berak,Reply
https://www.instagram.com/retnosundariku/,retnosundariku,6m,"Saya akan bantu pribadi, dari hasil cuan kayu 😑",Reply
https://www.instagram.com/irma_farhami66/,irma_farhami66,6m,preettttt....,Reply
https://www.instagram.com/rifyaldiiqbal/,rifyaldiiqbal,6m,"Pak dirumah saya banyak puing pak, bantuin angkatin yuk",Reply
https://www.instagram.com/deni_nudin/,deni_nudin,5m,Kentut,1 like
https://www.instagram.com/indi_zkyh/,indi_zkyh,5m,"Allahu yahdik pak  .panjang umur ya supaya bisa ikut kajian trs dilembutkan hatinya dan menjemput hidayah dengan sungguh-sungguh.Allah Maha Mengetahui segala isi hati.Pokoknya jangan pura-pura ya pak kalo melakukan sesuatu harus tulus,karena Allah ga pura-pura pas ngasih segalanya ke bapak",1 like
https://www.instagram.com/tsyleonia/,tsyleonia,5m,tai tai tai,Reply
https://www.instagram.com/monadjafar/,monadjafar,4m,reza rahardian lewat pak aktingya bgs banget 😂,Reply
https://www.instagram.com/hani_hanum/,hani_hanum,4m,Muak sama pencitraannya🤮💩,Reply
https://www.instagram.com/nov.novaaaa/,nov.novaaaa,4m,Cehh 😏,Reply
https://www.instagram.com/hall_zent/,hall_zent,3m,Pahlawan thaaeeqqqq🤣,Reply
https://www.instagram.com/blekokikok/,blekokikok,3m,Maksudnya apa? Stand up komedi?😂😂😂,Reply
https://www.instagram.com/rzyahmdhnsyh_/,rzyahmdhnsyh_,3m,ko orang bgni bisa jadi mentri?,Reply
https://www.instagram.com/im_fansyh/,im_fansyh,3m,😒,Reply
https://www.instagram.com/diokhalid/,diokhalid,3m,Ye pantek,Reply
https://www.instagram.com/tezar_andiko/,tezar_andiko,3m,😂😂😂,Reply
https://www.instagram.com/andika_husna/,andika_husna,3m,💩💩💩💩💩💩💩,Reply
https://www.instagram.com/faizahchalim/,faizahchalim,3m,😮,Reply
https://www.instagram.com/saavirac/,saavirac,3m,idihh bgt,Reply
https://www.instagram.com/ardi.prstya/,ardi.prstya,2m,🤮🤮🤮🤮,Reply
https://www.instagram.com/aminatuz121/,aminatuz121,2m,Aktingnya bagus bgt ngalahin aktor hollywood 😂,Reply
https://www.instagram.com/yoanchikoan/,yoanchikoan,2m,🤡🤡,Reply
https://www.instagram.com/tukang_hobi/,tukang_hobi,2m,👎🏻,Reply
https://www.instagram.com/bodronoyo_27/,bodronoyo_27,2h,Cuihhhh,Reply
